date,visitor_name,visitor_pts,home_name,home_pts,overtime,home_win,margin_of_victory,year,postseason
2023-10-24,Los Angeles Lakers,107,Denver Nuggets,119,0,True,12,2024,False
2023-10-24,Phoenix Suns,108,Golden State Warriors,104,0,False,4,2024,False
2023-10-25,Houston Rockets,86,Orlando Magic,116,0,True,30,2024,False
2023-10-25,Boston Celtics,108,New York Knicks,104,0,False,4,2024,False
2023-10-25,Washington Wizards,120,Indiana Pacers,143,0,True,23,2024,False
2023-10-25,Atlanta Hawks,110,Charlotte Hornets,116,0,True,6,2024,False
2023-10-25,Detroit Pistons,102,Miami Heat,103,0,True,1,2024,False
2023-10-25,Minnesota Timberwolves,94,Toronto Raptors,97,0,True,3,2024,False
2023-10-25,Cleveland Cavaliers,114,Brooklyn Nets,113,0,False,1,2024,False
2023-10-25,New Orleans Pelicans,111,Memphis Grizzlies,104,0,False,7,2024,False
2023-10-25,Oklahoma City Thunder,124,Chicago Bulls,104,0,False,20,2024,False
2023-10-25,Sacramento Kings,130,Utah Jazz,114,0,False,16,2024,False
2023-10-25,Dallas Mavericks,126,San Antonio Spurs,119,0,False,7,2024,False
2023-10-25,Portland Trail Blazers,111,Los Angeles Clippers,123,0,True,12,2024,False
2023-10-26,Philadelphia 76ers,117,Milwaukee Bucks,118,0,True,1,2024,False
2023-10-26,Phoenix Suns,95,Los Angeles Lakers,100,0,True,5,2024,False
2023-10-27,Denver Nuggets,108,Memphis Grizzlies,104,0,False,4,2024,False
2023-10-27,Detroit Pistons,111,Charlotte Hornets,99,0,False,12,2024,False
2023-10-27,New York Knicks,126,Atlanta Hawks,120,0,False,6,2024,False
2023-10-27,Oklahoma City Thunder,108,Cleveland Cavaliers,105,0,False,3,2024,False
2023-10-27,Miami Heat,111,Boston Celtics,119,0,True,8,2024,False
2023-10-27,Toronto Raptors,103,Chicago Bulls,104,1,True,1,2024,False
2023-10-27,Houston Rockets,122,San Antonio Spurs,126,1,True,4,2024,False
2023-10-27,Brooklyn Nets,120,Dallas Mavericks,125,0,True,5,2024,False
2023-10-27,Los Angeles Clippers,118,Utah Jazz,120,0,True,2,2024,False
2023-10-27,Orlando Magic,102,Portland Trail Blazers,97,0,False,5,2024,False
2023-10-27,Golden State Warriors,122,Sacramento Kings,114,0,False,8,2024,False
2023-10-28,Chicago Bulls,102,Detroit Pistons,118,0,True,16,2024,False
2023-10-28,Memphis Grizzlies,106,Washington Wizards,113,0,True,7,2024,False
2023-10-28,New York Knicks,87,New Orleans Pelicans,96,0,True,9,2024,False
2023-10-28,Indiana Pacers,125,Cleveland Cavaliers,113,0,False,12,2024,False
2023-10-28,Philadelphia 76ers,114,Toronto Raptors,107,0,False,7,2024,False
2023-10-28,Miami Heat,90,Minnesota Timberwolves,106,0,True,16,2024,False
2023-10-28,Utah Jazz,104,Phoenix Suns,126,0,True,22,2024,False
2023-10-29,Denver Nuggets,128,Oklahoma City Thunder,95,0,False,33,2024,False
2023-10-29,Golden State Warriors,106,Houston Rockets,95,0,False,11,2024,False
2023-10-29,Atlanta Hawks,127,Milwaukee Bucks,110,0,False,17,2024,False
2023-10-29,Portland Trail Blazers,98,Philadelphia 76ers,126,0,True,28,2024,False
2023-10-29,San Antonio Spurs,83,Los Angeles Clippers,123,0,True,40,2024,False
2023-10-29,Los Angeles Lakers,127,Sacramento Kings,132,1,True,5,2024,False
2023-10-30,Chicago Bulls,112,Indiana Pacers,105,0,False,7,2024,False
2023-10-30,Boston Celtics,126,Washington Wizards,107,0,False,19,2024,False
2023-10-30,Brooklyn Nets,133,Charlotte Hornets,121,0,False,12,2024,False
2023-10-30,Portland Trail Blazers,99,Toronto Raptors,91,0,False,8,2024,False
2023-10-30,Minnesota Timberwolves,113,Atlanta Hawks,127,0,True,14,2024,False
2023-10-30,Dallas Mavericks,125,Memphis Grizzlies,110,0,False,15,2024,False
2023-10-30,Miami Heat,114,Milwaukee Bucks,122,0,True,8,2024,False
2023-10-30,Golden State Warriors,130,New Orleans Pelicans,102,0,False,28,2024,False
2023-10-30,Detroit Pistons,112,Oklahoma City Thunder,124,0,True,12,2024,False
2023-10-30,Utah Jazz,102,Denver Nuggets,110,0,True,8,2024,False
2023-10-30,Orlando Magic,103,Los Angeles Lakers,106,0,True,3,2024,False
2023-10-31,New York Knicks,109,Cleveland Cavaliers,91,0,False,18,2024,False
2023-10-31,San Antonio Spurs,115,Phoenix Suns,114,0,False,1,2024,False
2023-10-31,Orlando Magic,102,Los Angeles Clippers,118,0,True,16,2024,False
2023-11-01,Portland Trail Blazers,110,Detroit Pistons,101,0,False,9,2024,False
2023-11-01,Milwaukee Bucks,111,Toronto Raptors,130,0,True,19,2024,False
2023-11-01,Washington Wizards,121,Atlanta Hawks,130,0,True,9,2024,False
2023-11-01,Indiana Pacers,104,Boston Celtics,155,0,True,51,2024,False
2023-11-01,Brooklyn Nets,109,Miami Heat,105,0,False,4,2024,False
2023-11-01,Cleveland Cavaliers,95,New York Knicks,89,0,False,6,2024,False
2023-11-01,New Orleans Pelicans,110,Oklahoma City Thunder,106,0,False,4,2024,False
2023-11-01,Charlotte Hornets,119,Houston Rockets,128,0,True,9,2024,False
2023-11-01,Denver Nuggets,89,Minnesota Timberwolves,110,0,True,21,2024,False
2023-11-01,Chicago Bulls,105,Dallas Mavericks,114,0,True,9,2024,False
2023-11-01,Memphis Grizzlies,109,Utah Jazz,133,0,True,24,2024,False
2023-11-01,Sacramento Kings,101,Golden State Warriors,102,0,True,1,2024,False
2023-11-01,Los Angeles Clippers,125,Los Angeles Lakers,130,1,True,5,2024,False
2023-11-02,Toronto Raptors,99,Philadelphia 76ers,114,0,True,15,2024,False
2023-11-02,Detroit Pistons,116,New Orleans Pelicans,125,0,True,9,2024,False
2023-11-02,Orlando Magic,115,Utah Jazz,113,0,False,2,2024,False
2023-11-02,San Antonio Spurs,132,Phoenix Suns,121,0,False,11,2024,False
2023-11-03,Cleveland Cavaliers,116,Indiana Pacers,121,0,True,5,2024,False
2023-11-03,New York Knicks,105,Milwaukee Bucks,110,0,True,5,2024,False
2023-11-03,Brooklyn Nets,109,Chicago Bulls,107,0,False,2,2024,False
2023-11-03,Washington Wizards,114,Miami Heat,121,0,True,7,2024,False
2023-11-03,Golden State Warriors,141,Oklahoma City Thunder,139,0,False,2,2024,False
2023-11-03,Dallas Mavericks,114,Denver Nuggets,125,0,True,11,2024,False
2023-11-03,Memphis Grizzlies,113,Portland Trail Blazers,115,1,True,2,2024,False
2023-11-04,Phoenix Suns,100,Philadelphia 76ers,112,0,True,12,2024,False
2023-11-04,Charlotte Hornets,125,Indiana Pacers,124,0,False,1,2024,False
2023-11-04,Atlanta Hawks,123,New Orleans Pelicans,105,0,False,18,2024,False
2023-11-04,Los Angeles Lakers,101,Orlando Magic,120,0,True,19,2024,False
2023-11-04,Boston Celtics,124,Brooklyn Nets,114,0,False,10,2024,False
2023-11-04,Sacramento Kings,89,Houston Rockets,107,0,True,18,2024,False
2023-11-04,Utah Jazz,95,Minnesota Timberwolves,123,0,True,28,2024,False
2023-11-04,Chicago Bulls,101,Denver Nuggets,123,0,True,22,2024,False
2023-11-05,Phoenix Suns,120,Detroit Pistons,106,0,False,14,2024,False
2023-11-05,Toronto Raptors,123,San Antonio Spurs,116,1,False,7,2024,False
2023-11-05,Golden State Warriors,104,Cleveland Cavaliers,115,0,True,11,2024,False
2023-11-05,Charlotte Hornets,118,Dallas Mavericks,124,0,True,6,2024,False
2023-11-05,Memphis Grizzlies,112,Portland Trail Blazers,100,0,False,12,2024,False
2023-11-06,Golden State Warriors,120,Detroit Pistons,109,0,False,11,2024,False
2023-11-06,San Antonio Spurs,111,Indiana Pacers,152,0,True,41,2024,False
2023-11-06,Dallas Mavericks,117,Orlando Magic,102,0,False,15,2024,False
2023-11-06,Washington Wizards,128,Philadelphia 76ers,146,0,True,18,2024,False
2023-11-06,Milwaukee Bucks,129,Brooklyn Nets,125,0,False,4,2024,False
2023-11-06,Los Angeles Lakers,107,Miami Heat,108,0,True,1,2024,False
2023-11-06,Los Angeles Clippers,97,New York Knicks,111,0,True,14,2024,False
2023-11-06,Utah Jazz,113,Chicago Bulls,130,0,True,17,2024,False
2023-11-06,Sacramento Kings,97,Houston Rockets,122,0,True,25,2024,False
2023-11-06,Boston Celtics,109,Minnesota Timberwolves,114,1,True,5,2024,False
2023-11-06,Atlanta Hawks,117,Oklahoma City Thunder,126,0,True,9,2024,False
2023-11-06,New Orleans Pelicans,116,Denver Nuggets,134,0,True,18,2024,False
2023-11-08,Washington Wizards,132,Charlotte Hornets,116,0,False,16,2024,False
2023-11-08,Utah Jazz,118,Indiana Pacers,134,0,True,16,2024,False
2023-11-08,Boston Celtics,103,Philadelphia 76ers,106,0,True,3,2024,False
2023-11-08,Los Angeles Clippers,93,Brooklyn Nets,100,0,True,7,2024,False
2023-11-08,San Antonio Spurs,105,New York Knicks,126,0,True,21,2024,False
2023-11-08,Phoenix Suns,116,Chicago Bulls,115,1,False,1,2024,False
2023-11-08,Los Angeles Lakers,94,Houston Rockets,128,0,True,34,2024,False
2023-11-08,Miami Heat,108,Memphis Grizzlies,102,0,False,6,2024,False
2023-11-08,Detroit Pistons,118,Milwaukee Bucks,120,0,True,2,2024,False
2023-11-08,New Orleans Pelicans,101,Minnesota Timberwolves,122,0,True,21,2024,False
2023-11-08,Cleveland Cavaliers,120,Oklahoma City Thunder,128,0,True,8,2024,False
2023-11-08,Toronto Raptors,127,Dallas Mavericks,116,0,False,11,2024,False
2023-11-08,Golden State Warriors,105,Denver Nuggets,108,0,True,3,2024,False
2023-11-08,Portland Trail Blazers,118,Sacramento Kings,121,1,True,3,2024,False
2023-11-09,Milwaukee Bucks,124,Indiana Pacers,126,0,True,2,2024,False
2023-11-09,Atlanta Hawks,120,Orlando Magic,119,0,False,1,2024,False
2023-11-10,Philadelphia 76ers,114,Detroit Pistons,106,0,False,8,2024,False
2023-11-10,Charlotte Hornets,124,Washington Wizards,117,0,False,7,2024,False
2023-11-10,Brooklyn Nets,107,Boston Celtics,121,0,True,14,2024,False
2023-11-10,New Orleans Pelicans,101,Houston Rockets,104,0,True,3,2024,False
2023-11-10,Utah Jazz,127,Memphis Grizzlies,121,0,False,6,2024,False
2023-11-10,Minnesota Timberwolves,117,San Antonio Spurs,110,0,False,7,2024,False
2023-11-10,Los Angeles Clippers,126,Dallas Mavericks,144,0,True,18,2024,False
2023-11-10,Los Angeles Lakers,122,Phoenix Suns,119,0,False,3,2024,False
2023-11-10,Oklahoma City Thunder,98,Sacramento Kings,105,0,True,7,2024,False
2023-11-11,Milwaukee Bucks,97,Orlando Magic,112,0,True,15,2024,False
2023-11-11,Toronto Raptors,94,Boston Celtics,117,0,True,23,2024,False
2023-11-11,Miami Heat,117,Atlanta Hawks,109,0,False,8,2024,False
2023-11-11,Cleveland Cavaliers,118,Golden State Warriors,110,0,False,8,2024,False
2023-11-12,Charlotte Hornets,107,New York Knicks,129,0,True,22,2024,False
2023-11-12,Washington Wizards,94,Brooklyn Nets,102,0,True,8,2024,False
2023-11-12,Memphis Grizzlies,105,Los Angeles Clippers,101,0,False,4,2024,False
2023-11-12,Indiana Pacers,126,Philadelphia 76ers,137,0,True,11,2024,False
2023-11-12,Detroit Pistons,108,Chicago Bulls,119,0,True,11,2024,False
2023-11-12,Denver Nuggets,104,Houston Rockets,107,0,True,3,2024,False
2023-11-12,Dallas Mavericks,136,New Orleans Pelicans,124,0,False,12,2024,False
2023-11-12,Miami Heat,118,San Antonio Spurs,113,0,False,5,2024,False
2023-11-12,Oklahoma City Thunder,111,Phoenix Suns,99,0,False,12,2024,False
2023-11-12,Minnesota Timberwolves,116,Golden State Warriors,110,0,False,6,2024,False
2023-11-12,Portland Trail Blazers,110,Los Angeles Lakers,116,0,True,6,2024,False
2023-11-13,New York Knicks,98,Boston Celtics,114,0,True,16,2024,False
2023-11-13,Washington Wizards,107,Toronto Raptors,111,0,True,4,2024,False
2023-11-13,Chicago Bulls,109,Milwaukee Bucks,118,0,True,9,2024,False
2023-11-13,Cleveland Cavaliers,120,Sacramento Kings,132,0,True,12,2024,False
2023-11-14,Miami Heat,111,Charlotte Hornets,105,0,False,6,2024,False
2023-11-14,Atlanta Hawks,126,Detroit Pistons,120,0,False,6,2024,False
2023-11-14,Indiana Pacers,132,Philadelphia 76ers,126,0,False,6,2024,False
2023-11-14,Orlando Magic,104,Brooklyn Nets,124,0,True,20,2024,False
2023-11-14,San Antonio Spurs,87,Oklahoma City Thunder,123,0,True,36,2024,False
2023-11-14,Dallas Mavericks,110,New Orleans Pelicans,131,0,True,21,2024,False
2023-11-14,Portland Trail Blazers,99,Utah Jazz,115,0,True,16,2024,False
2023-11-14,Los Angeles Clippers,108,Denver Nuggets,111,0,True,3,2024,False
2023-11-14,Minnesota Timberwolves,104,Golden State Warriors,101,0,False,3,2024,False
2023-11-14,Memphis Grizzlies,107,Los Angeles Lakers,134,0,True,27,2024,False
2023-11-15,Dallas Mavericks,130,Washington Wizards,117,0,False,13,2024,False
2023-11-15,New York Knicks,116,Atlanta Hawks,114,0,False,2,2024,False
2023-11-15,Boston Celtics,117,Philadelphia 76ers,107,0,False,10,2024,False
2023-11-15,Milwaukee Bucks,128,Toronto Raptors,112,0,False,16,2024,False
2023-11-15,Orlando Magic,96,Chicago Bulls,94,0,False,2,2024,False
2023-11-15,Minnesota Timberwolves,115,Phoenix Suns,133,0,True,18,2024,False
2023-11-15,Sacramento Kings,125,Los Angeles Lakers,110,0,False,15,2024,False
2023-11-15,Cleveland Cavaliers,109,Portland Trail Blazers,95,0,False,14,2024,False
2023-11-16,Brooklyn Nets,115,Miami Heat,122,0,True,7,2024,False
2023-11-16,Oklahoma City Thunder,128,Golden State Warriors,109,0,False,19,2024,False
2023-11-17,Milwaukee Bucks,130,Charlotte Hornets,99,0,False,31,2024,False
2023-11-17,New York Knicks,120,Washington Wizards,99,0,False,21,2024,False
2023-11-17,Philadelphia 76ers,126,Atlanta Hawks,116,0,False,10,2024,False
2023-11-17,Detroit Pistons,100,Cleveland Cavaliers,108,0,True,8,2024,False
2023-11-17,Sacramento Kings,129,San Antonio Spurs,120,0,False,9,2024,False
2023-11-17,Boston Celtics,108,Toronto Raptors,105,0,False,3,2024,False
2023-11-17,Orlando Magic,103,Chicago Bulls,97,0,False,6,2024,False
2023-11-17,Denver Nuggets,110,New Orleans Pelicans,115,0,True,5,2024,False
2023-11-17,Los Angeles Lakers,107,Portland Trail Blazers,95,0,False,12,2024,False
2023-11-17,Phoenix Suns,131,Utah Jazz,128,0,False,3,2024,False
2023-11-17,Houston Rockets,100,Los Angeles Clippers,106,0,True,6,2024,False
2023-11-18,New York Knicks,122,Charlotte Hornets,108,0,False,14,2024,False
2023-11-18,Minnesota Timberwolves,121,New Orleans Pelicans,120,0,False,1,2024,False
2023-11-18,Miami Heat,97,Chicago Bulls,102,0,True,5,2024,False
2023-11-18,Dallas Mavericks,125,Milwaukee Bucks,132,0,True,7,2024,False
2023-11-18,Memphis Grizzlies,120,San Antonio Spurs,108,0,False,12,2024,False
2023-11-18,Oklahoma City Thunder,130,Golden State Warriors,123,1,False,7,2024,False
2023-11-19,Philadelphia 76ers,121,Brooklyn Nets,99,0,False,22,2024,False
2023-11-19,Detroit Pistons,113,Toronto Raptors,142,0,True,29,2024,False
2023-11-19,Orlando Magic,128,Indiana Pacers,116,0,False,12,2024,False
2023-11-19,Denver Nuggets,109,Cleveland Cavaliers,121,0,True,12,2024,False
2023-11-19,Sacramento Kings,129,Dallas Mavericks,113,0,False,16,2024,False
2023-11-19,Boston Celtics,102,Memphis Grizzlies,100,0,False,2,2024,False
2023-11-19,Phoenix Suns,140,Utah Jazz,137,2,False,3,2024,False
2023-11-19,Oklahoma City Thunder,134,Portland Trail Blazers,91,0,False,43,2024,False
2023-11-19,Houston Rockets,104,Los Angeles Lakers,105,0,True,1,2024,False
2023-11-20,Boston Celtics,118,Charlotte Hornets,121,1,True,3,2024,False
2023-11-20,Denver Nuggets,107,Detroit Pistons,103,0,False,4,2024,False
2023-11-20,Milwaukee Bucks,142,Washington Wizards,129,0,False,13,2024,False
2023-11-20,Miami Heat,118,Chicago Bulls,100,0,False,18,2024,False
2023-11-20,New York Knicks,100,Minnesota Timberwolves,117,0,True,17,2024,False
2023-11-20,Sacramento Kings,93,New Orleans Pelicans,129,0,True,36,2024,False
2023-11-20,Los Angeles Clippers,124,San Antonio Spurs,99,0,False,25,2024,False
2023-11-20,Houston Rockets,116,Golden State Warriors,121,0,True,5,2024,False
2023-11-21,Toronto Raptors,107,Orlando Magic,126,0,True,19,2024,False
2023-11-21,Indiana Pacers,157,Atlanta Hawks,152,0,False,5,2024,False
2023-11-21,Cleveland Cavaliers,122,Philadelphia 76ers,119,1,False,3,2024,False
2023-11-21,Portland Trail Blazers,107,Phoenix Suns,120,0,True,13,2024,False
2023-11-21,Utah Jazz,99,Los Angeles Lakers,131,0,True,32,2024,False
2023-11-22,Washington Wizards,114,Charlotte Hornets,117,0,True,3,2024,False
2023-11-22,Denver Nuggets,119,Orlando Magic,124,0,True,5,2024,False
2023-11-22,Brooklyn Nets,145,Atlanta Hawks,147,1,True,2,2024,False
2023-11-22,Milwaukee Bucks,116,Boston Celtics,119,0,True,3,2024,False
2023-11-22,Miami Heat,129,Cleveland Cavaliers,96,0,False,33,2024,False
2023-11-22,Toronto Raptors,132,Indiana Pacers,131,0,False,1,2024,False
2023-11-22,Memphis Grizzlies,91,Houston Rockets,111,0,True,20,2024,False
2023-11-22,Philadelphia 76ers,99,Minnesota Timberwolves,112,0,True,13,2024,False
2023-11-22,Sacramento Kings,112,New Orleans Pelicans,117,0,True,5,2024,False
2023-11-22,Chicago Bulls,102,Oklahoma City Thunder,116,0,True,14,2024,False
2023-11-22,Los Angeles Clippers,109,San Antonio Spurs,102,0,False,7,2024,False
2023-11-22,Golden State Warriors,115,Phoenix Suns,123,0,True,8,2024,False
2023-11-22,Utah Jazz,105,Portland Trail Blazers,121,0,True,16,2024,False
2023-11-22,Dallas Mavericks,104,Los Angeles Lakers,101,0,False,3,2024,False
2023-11-24,Boston Celtics,96,Orlando Magic,113,0,True,17,2024,False
2023-11-24,Phoenix Suns,110,Memphis Grizzlies,89,0,False,21,2024,False
2023-11-24,Miami Heat,98,New York Knicks,100,0,True,2,2024,False
2023-11-24,Chicago Bulls,108,Toronto Raptors,121,0,True,13,2024,False
2023-11-24,Denver Nuggets,86,Houston Rockets,105,0,True,19,2024,False
2023-11-24,Detroit Pistons,113,Indiana Pacers,136,0,True,23,2024,False
2023-11-24,Washington Wizards,128,Milwaukee Bucks,131,0,True,3,2024,False
2023-11-24,Sacramento Kings,124,Minnesota Timberwolves,111,0,False,13,2024,False
2023-11-24,San Antonio Spurs,112,Golden State Warriors,118,0,True,6,2024,False
2023-11-24,New Orleans Pelicans,116,Los Angeles Clippers,106,0,False,10,2024,False
2023-11-25,Philadelphia 76ers,127,Oklahoma City Thunder,123,0,False,4,2024,False
2023-11-25,Miami Heat,97,Brooklyn Nets,112,0,True,15,2024,False
2023-11-25,Atlanta Hawks,136,Washington Wizards,108,0,False,28,2024,False
2023-11-25,Los Angeles Lakers,121,Cleveland Cavaliers,115,0,False,6,2024,False
2023-11-25,New Orleans Pelicans,100,Utah Jazz,105,0,True,5,2024,False
2023-11-25,Dallas Mavericks,88,Los Angeles Clippers,107,0,True,19,2024,False
2023-11-26,Portland Trail Blazers,102,Milwaukee Bucks,108,0,True,6,2024,False
2023-11-26,Atlanta Hawks,103,Boston Celtics,113,0,True,10,2024,False
2023-11-26,Minnesota Timberwolves,119,Memphis Grizzlies,97,0,False,22,2024,False
2023-11-26,Phoenix Suns,116,New York Knicks,113,0,False,3,2024,False
2023-11-26,Charlotte Hornets,117,Orlando Magic,130,0,True,13,2024,False
2023-11-26,Chicago Bulls,109,Brooklyn Nets,118,0,True,9,2024,False
2023-11-26,Toronto Raptors,102,Cleveland Cavaliers,105,0,True,3,2024,False
2023-11-26,San Antonio Spurs,120,Denver Nuggets,132,0,True,12,2024,False
2023-11-27,Washington Wizards,126,Detroit Pistons,107,0,False,19,2024,False
2023-11-27,Portland Trail Blazers,114,Indiana Pacers,110,0,False,4,2024,False
2023-11-27,Los Angeles Lakers,94,Philadelphia 76ers,138,0,True,44,2024,False
2023-11-27,New Orleans Pelicans,112,Utah Jazz,114,0,True,2,2024,False
2023-11-27,Denver Nuggets,113,Los Angeles Clippers,104,0,False,9,2024,False
2023-11-28,Chicago Bulls,97,Boston Celtics,124,0,True,27,2024,False
2023-11-28,Toronto Raptors,103,Brooklyn Nets,115,0,True,12,2024,False
2023-11-28,Atlanta Hawks,105,Cleveland Cavaliers,128,0,True,23,2024,False
2023-11-28,Milwaukee Bucks,131,Miami Heat,124,0,False,7,2024,False
2023-11-28,Charlotte Hornets,91,New York Knicks,115,0,True,24,2024,False
2023-11-28,Oklahoma City Thunder,103,Minnesota Timberwolves,106,0,True,3,2024,False
2023-11-28,Houston Rockets,115,Dallas Mavericks,121,0,True,6,2024,False
2023-11-28,Golden State Warriors,123,Sacramento Kings,124,0,True,1,2024,False
2023-11-29,Los Angeles Lakers,133,Detroit Pistons,107,0,False,26,2024,False
2023-11-29,Washington Wizards,120,Orlando Magic,139,0,True,19,2024,False
2023-11-29,Phoenix Suns,105,Toronto Raptors,112,0,True,7,2024,False
2023-11-29,Utah Jazz,91,Memphis Grizzlies,105,0,True,14,2024,False
2023-11-29,Philadelphia 76ers,114,New Orleans Pelicans,124,0,True,10,2024,False
2023-11-29,Houston Rockets,124,Denver Nuggets,134,0,True,10,2024,False
2023-11-29,Los Angeles Clippers,131,Sacramento Kings,117,0,False,14,2024,False
2023-11-30,Portland Trail Blazers,103,Cleveland Cavaliers,95,0,False,8,2024,False
2023-11-30,Charlotte Hornets,129,Brooklyn Nets,128,0,False,1,2024,False
2023-11-30,Indiana Pacers,132,Miami Heat,142,0,True,10,2024,False
2023-11-30,Detroit Pistons,112,New York Knicks,118,0,True,6,2024,False
2023-11-30,Milwaukee Bucks,113,Chicago Bulls,120,1,True,7,2024,False
2023-11-30,Utah Jazz,90,Minnesota Timberwolves,101,0,True,11,2024,False
2023-11-30,Los Angeles Lakers,110,Oklahoma City Thunder,133,0,True,23,2024,False
2023-11-30,Atlanta Hawks,137,San Antonio Spurs,135,0,False,2,2024,False
2023-11-30,Los Angeles Clippers,114,Golden State Warriors,120,0,True,6,2024,False
2023-12-01,Washington Wizards,125,Orlando Magic,130,0,True,5,2024,False
2023-12-01,Philadelphia 76ers,119,Boston Celtics,125,0,True,6,2024,False
2023-12-01,Memphis Grizzlies,108,Dallas Mavericks,94,0,False,14,2024,False
2023-12-01,New York Knicks,119,Toronto Raptors,106,0,False,13,2024,False
2023-12-01,San Antonio Spurs,106,New Orleans Pelicans,121,0,True,15,2024,False
2023-12-01,Denver Nuggets,119,Phoenix Suns,111,0,False,8,2024,False
2023-12-02,Golden State Warriors,112,Los Angeles Clippers,113,0,True,1,2024,False
2023-12-02,Minnesota Timberwolves,123,Charlotte Hornets,117,0,False,6,2024,False
2023-12-02,Orlando Magic,101,Brooklyn Nets,129,0,True,28,2024,False
2023-12-02,Cleveland Cavaliers,110,Detroit Pistons,101,0,False,9,2024,False
2023-12-02,New Orleans Pelicans,118,Chicago Bulls,124,0,True,6,2024,False
2023-12-02,Indiana Pacers,144,Miami Heat,129,0,False,15,2024,False
2023-12-02,Atlanta Hawks,121,Milwaukee Bucks,132,0,True,11,2024,False
2023-12-02,Oklahoma City Thunder,126,Dallas Mavericks,120,0,False,6,2024,False
2023-12-02,Memphis Grizzlies,109,Phoenix Suns,116,0,True,7,2024,False
2023-12-02,Portland Trail Blazers,113,Utah Jazz,118,1,True,5,2024,False
2023-12-02,Denver Nuggets,117,Sacramento Kings,123,0,True,6,2024,False
2023-12-02,Houston Rockets,97,Los Angeles Lakers,107,0,True,10,2024,False
2023-12-04,Boston Celtics,112,Indiana Pacers,122,0,True,10,2024,False
2023-12-04,New Orleans Pelicans,127,Sacramento Kings,117,0,False,10,2024,False
2023-12-05,New York Knicks,122,Milwaukee Bucks,146,0,True,24,2024,False
2023-12-05,Phoenix Suns,103,Los Angeles Lakers,106,0,True,3,2024,False
2023-12-06,Orlando Magic,111,Cleveland Cavaliers,121,0,True,10,2024,False
2023-12-06,Memphis Grizzlies,116,Detroit Pistons,102,0,False,14,2024,False
2023-12-06,Philadelphia 76ers,131,Washington Wizards,126,0,False,5,2024,False
2023-12-06,Brooklyn Nets,114,Atlanta Hawks,113,0,False,1,2024,False
2023-12-06,San Antonio Spurs,94,Minnesota Timberwolves,102,0,True,8,2024,False
2023-12-06,Miami Heat,112,Toronto Raptors,103,0,False,9,2024,False
2023-12-06,Charlotte Hornets,100,Chicago Bulls,111,0,True,11,2024,False
2023-12-06,Oklahoma City Thunder,101,Houston Rockets,110,0,True,9,2024,False
2023-12-06,Utah Jazz,97,Dallas Mavericks,147,0,True,50,2024,False
2023-12-06,Portland Trail Blazers,106,Golden State Warriors,110,0,True,4,2024,False
2023-12-06,Denver Nuggets,102,Los Angeles Clippers,111,0,True,9,2024,False
2023-12-07,Indiana Pacers,128,Milwaukee Bucks,119,0,False,9,2024,False
2023-12-07,New Orleans Pelicans,89,Los Angeles Lakers,133,0,True,44,2024,False
2023-12-08,Toronto Raptors,116,Charlotte Hornets,119,0,True,3,2024,False
2023-12-08,Detroit Pistons,91,Orlando Magic,123,0,True,32,2024,False
2023-12-08,Atlanta Hawks,114,Philadelphia 76ers,125,0,True,11,2024,False
2023-12-08,New York Knicks,123,Boston Celtics,133,0,True,10,2024,False
2023-12-08,Washington Wizards,97,Brooklyn Nets,124,0,True,27,2024,False
2023-12-08,Minnesota Timberwolves,127,Memphis Grizzlies,103,0,False,24,2024,False
2023-12-08,Cleveland Cavaliers,111,Miami Heat,99,0,False,12,2024,False
2023-12-08,Golden State Warriors,136,Oklahoma City Thunder,138,1,True,2,2024,False
2023-12-08,Chicago Bulls,121,San Antonio Spurs,112,0,False,9,2024,False
2023-12-08,Houston Rockets,114,Denver Nuggets,106,0,False,8,2024,False
2023-12-08,Sacramento Kings,114,Phoenix Suns,106,0,False,8,2024,False
2023-12-08,Dallas Mavericks,125,Portland Trail Blazers,112,0,False,13,2024,False
2023-12-08,Los Angeles Clippers,117,Utah Jazz,103,0,False,14,2024,False
2023-12-09,Indiana Pacers,109,Los Angeles Lakers,123,0,True,14,2024,False
2023-12-11,Miami Heat,116,Charlotte Hornets,114,0,False,2,2024,False
2023-12-11,Indiana Pacers,131,Detroit Pistons,123,0,False,8,2024,False
2023-12-11,Cleveland Cavaliers,94,Orlando Magic,104,0,True,10,2024,False
2023-12-11,Washington Wizards,101,Philadelphia 76ers,146,0,True,45,2024,False
2023-12-11,Denver Nuggets,129,Atlanta Hawks,122,0,False,7,2024,False
2023-12-11,Toronto Raptors,130,New York Knicks,136,0,True,6,2024,False
2023-12-11,San Antonio Spurs,82,Houston Rockets,93,0,True,11,2024,False
2023-12-11,Dallas Mavericks,120,Memphis Grizzlies,113,0,False,7,2024,False
2023-12-11,Chicago Bulls,129,Milwaukee Bucks,133,1,True,4,2024,False
2023-12-11,Minnesota Timberwolves,107,New Orleans Pelicans,121,0,True,14,2024,False
2023-12-11,Utah Jazz,120,Oklahoma City Thunder,134,0,True,14,2024,False
2023-12-11,Brooklyn Nets,118,Sacramento Kings,131,0,True,13,2024,False
2023-12-11,Portland Trail Blazers,127,Los Angeles Clippers,132,0,True,5,2024,False
2023-12-12,Cleveland Cavaliers,113,Boston Celtics,120,0,True,7,2024,False
2023-12-12,Los Angeles Lakers,125,Dallas Mavericks,127,0,True,2,2024,False
2023-12-12,Denver Nuggets,114,Chicago Bulls,106,0,False,8,2024,False
