date,visitor_name,visitor_pts,home_name,home_pts,overtime,home_win,margin_of_victory,year,postseason
2024-04-09,New York Knicks,128,Chicago Bulls,117,0,False,11,2024,False
2024-04-09,Orlando Magic,106,Houston Rockets,118,0,True,12,2024,False
2024-04-09,San Antonio Spurs,102,Memphis Grizzlies,87,0,False,15,2024,False
2024-04-09,Washington Wizards,121,Minnesota Timberwolves,130,0,True,9,2024,False
2024-04-09,Sacramento Kings,105,Oklahoma City Thunder,112,0,True,7,2024,False
2024-04-09,Denver Nuggets,111,Utah Jazz,95,0,False,16,2024,False
2024-04-09,Golden State Warriors,134,Los Angeles Lakers,120,0,False,14,2024,False
2024-04-09,Los Angeles Clippers,105,Phoenix Suns,92,0,False,13,2024,False
2024-04-09,New Orleans Pelicans,110,Portland Trail Blazers,100,0,False,10,2024,False
2024-04-10,Memphis Grizzlies,98,Cleveland Cavaliers,110,0,True,12,2024,False
2024-04-10,Charlotte Hornets,115,Atlanta Hawks,114,0,False,1,2024,False
2024-04-10,Toronto Raptors,102,Brooklyn Nets,106,0,True,4,2024,False
2024-04-10,Dallas Mavericks,111,Miami Heat,92,0,False,19,2024,False
2024-04-10,Orlando Magic,99,Milwaukee Bucks,117,0,True,18,2024,False
2024-04-10,San Antonio Spurs,89,Oklahoma City Thunder,127,0,True,38,2024,False
2024-04-10,Minnesota Timberwolves,107,Denver Nuggets,116,0,True,9,2024,False
2024-04-10,Phoenix Suns,124,Los Angeles Clippers,108,0,False,16,2024,False
2024-04-11,Chicago Bulls,127,Detroit Pistons,105,0,False,22,2024,False
2024-04-11,New York Knicks,118,Boston Celtics,109,0,False,9,2024,False
2024-04-11,Houston Rockets,121,Utah Jazz,124,0,True,3,2024,False
2024-04-11,Golden State Warriors,100,Portland Trail Blazers,92,0,False,8,2024,False
2024-04-11,New Orleans Pelicans,135,Sacramento Kings,123,0,False,12,2024,False
2024-04-12,Orlando Magic,113,Philadelphia 76ers,125,0,True,12,2024,False
2024-04-12,Chicago Bulls,129,Washington Wizards,127,0,False,2,2024,False
2024-04-12,Charlotte Hornets,98,Boston Celtics,131,0,True,33,2024,False
2024-04-12,Indiana Pacers,120,Cleveland Cavaliers,129,0,True,9,2024,False
2024-04-12,Brooklyn Nets,107,New York Knicks,111,0,True,4,2024,False
2024-04-12,Los Angeles Lakers,123,Memphis Grizzlies,120,0,False,3,2024,False
2024-04-12,Toronto Raptors,103,Miami Heat,125,0,True,22,2024,False
2024-04-12,Atlanta Hawks,106,Minnesota Timberwolves,109,0,True,3,2024,False
2024-04-12,Milwaukee Bucks,107,Oklahoma City Thunder,125,0,True,18,2024,False
2024-04-12,Denver Nuggets,120,San Antonio Spurs,121,0,True,1,2024,False
2024-04-12,Detroit Pistons,107,Dallas Mavericks,89,0,False,18,2024,False
2024-04-12,New Orleans Pelicans,114,Golden State Warriors,109,0,False,5,2024,False
2024-04-12,Houston Rockets,116,Portland Trail Blazers,107,0,False,9,2024,False
2024-04-12,Utah Jazz,110,Los Angeles Clippers,109,0,False,1,2024,False
2024-04-12,Phoenix Suns,108,Sacramento Kings,107,0,False,1,2024,False
2024-04-14,Washington Wizards,122,Boston Celtics,132,0,True,10,2024,False
2024-04-14,Charlotte Hornets,120,Cleveland Cavaliers,110,0,False,10,2024,False
2024-04-14,Atlanta Hawks,115,Indiana Pacers,157,0,True,42,2024,False
2024-04-14,Toronto Raptors,103,Miami Heat,118,0,True,15,2024,False
2024-04-14,Chicago Bulls,119,New York Knicks,120,1,True,1,2024,False
2024-04-14,Milwaukee Bucks,88,Orlando Magic,113,0,True,25,2024,False
2024-04-14,Brooklyn Nets,86,Philadelphia 76ers,107,0,True,21,2024,False
2024-04-14,Utah Jazz,116,Golden State Warriors,123,0,True,7,2024,False
2024-04-14,Houston Rockets,116,Los Angeles Clippers,105,0,False,11,2024,False
2024-04-14,Denver Nuggets,126,Memphis Grizzlies,111,0,False,15,2024,False
2024-04-14,Phoenix Suns,125,Minnesota Timberwolves,106,0,False,19,2024,False
2024-04-14,Los Angeles Lakers,124,New Orleans Pelicans,108,0,False,16,2024,False
2024-04-14,Dallas Mavericks,86,Oklahoma City Thunder,135,0,True,49,2024,False
2024-04-14,Portland Trail Blazers,82,Sacramento Kings,121,0,True,39,2024,False
2024-04-14,Detroit Pistons,95,San Antonio Spurs,123,0,True,28,2024,False
2024-04-16,Los Angeles Lakers,110,New Orleans Pelicans,106,0,False,4,2024,False
2024-04-16,Golden State Warriors,94,Sacramento Kings,118,0,True,24,2024,False
2024-04-17,Miami Heat,104,Philadelphia 76ers,105,0,True,1,2024,False
2024-04-17,Atlanta Hawks,116,Chicago Bulls,131,0,True,15,2024,False
2024-04-19,Chicago Bulls,91,Miami Heat,112,0,True,21,2024,False
2024-04-19,Sacramento Kings,98,New Orleans Pelicans,105,0,True,7,2024,False
2024-04-20,Orlando Magic,83,Cleveland Cavaliers,97,0,True,14,2024,True
2024-04-20,Phoenix Suns,95,Minnesota Timberwolves,120,0,True,25,2024,True
2024-04-20,Philadelphia 76ers,104,New York Knicks,111,0,True,7,2024,True
2024-04-20,Los Angeles Lakers,103,Denver Nuggets,114,0,True,11,2024,True
2024-04-21,Miami Heat,94,Boston Celtics,114,0,True,20,2024,True
2024-04-21,Dallas Mavericks,97,Los Angeles Clippers,109,0,True,12,2024,True
2024-04-21,Indiana Pacers,94,Milwaukee Bucks,109,0,True,15,2024,True
2024-04-21,New Orleans Pelicans,92,Oklahoma City Thunder,94,0,True,2,2024,True
2024-04-22,Orlando Magic,86,Cleveland Cavaliers,96,0,True,10,2024,True
2024-04-22,Philadelphia 76ers,101,New York Knicks,104,0,True,3,2024,True
2024-04-22,Los Angeles Lakers,99,Denver Nuggets,101,0,True,2,2024,True
2024-04-23,Phoenix Suns,93,Minnesota Timberwolves,105,0,True,12,2024,True
2024-04-23,Indiana Pacers,125,Milwaukee Bucks,108,0,False,17,2024,True
2024-04-23,Dallas Mavericks,96,Los Angeles Clippers,93,0,False,3,2024,True
2024-04-24,Miami Heat,111,Boston Celtics,101,0,False,10,2024,True
2024-04-24,New Orleans Pelicans,92,Oklahoma City Thunder,124,0,True,32,2024,True
2024-04-25,Cleveland Cavaliers,83,Orlando Magic,121,0,True,38,2024,True
2024-04-25,New York Knicks,114,Philadelphia 76ers,125,0,True,11,2024,True
2024-04-25,Denver Nuggets,112,Los Angeles Lakers,105,0,False,7,2024,True
2024-04-26,Milwaukee Bucks,118,Indiana Pacers,121,1,True,3,2024,True
2024-04-26,Los Angeles Clippers,90,Dallas Mavericks,101,0,True,11,2024,True
2024-04-26,Minnesota Timberwolves,126,Phoenix Suns,109,0,False,17,2024,True
2024-04-27,Cleveland Cavaliers,89,Orlando Magic,112,0,True,23,2024,True
2024-04-27,Oklahoma City Thunder,106,New Orleans Pelicans,85,0,False,21,2024,True
2024-04-27,Boston Celtics,104,Miami Heat,84,0,False,20,2024,True
2024-04-27,Denver Nuggets,108,Los Angeles Lakers,119,0,True,11,2024,True
2024-04-28,New York Knicks,97,Philadelphia 76ers,92,0,False,5,2024,True
2024-04-28,Los Angeles Clippers,116,Dallas Mavericks,111,0,False,5,2024,True
2024-04-28,Milwaukee Bucks,113,Indiana Pacers,126,0,True,13,2024,True
2024-04-28,Minnesota Timberwolves,122,Phoenix Suns,116,0,False,6,2024,True
2024-04-29,Boston Celtics,102,Miami Heat,88,0,False,14,2024,True
2024-04-29,Oklahoma City Thunder,97,New Orleans Pelicans,89,0,False,8,2024,True
2024-04-29,Los Angeles Lakers,106,Denver Nuggets,108,0,True,2,2024,True
2024-04-30,Philadelphia 76ers,112,New York Knicks,106,1,False,6,2024,True
2024-04-30,Orlando Magic,103,Cleveland Cavaliers,104,0,True,1,2024,True
2024-04-30,Indiana Pacers,92,Milwaukee Bucks,115,0,True,23,2024,True
2024-05-01,Miami Heat,84,Boston Celtics,118,0,True,34,2024,True
2024-05-01,Dallas Mavericks,123,Los Angeles Clippers,93,0,False,30,2024,True
2024-05-02,Milwaukee Bucks,98,Indiana Pacers,120,0,True,22,2024,True
2024-05-02,New York Knicks,118,Philadelphia 76ers,115,0,False,3,2024,True
2024-05-03,Cleveland Cavaliers,96,Orlando Magic,103,0,True,7,2024,True
2024-05-03,Los Angeles Clippers,101,Dallas Mavericks,114,0,True,13,2024,True
2024-05-04,Minnesota Timberwolves,106,Denver Nuggets,99,0,False,7,2024,True
2024-05-05,Orlando Magic,94,Cleveland Cavaliers,106,0,True,12,2024,True
2024-05-06,Indiana Pacers,117,New York Knicks,121,0,True,4,2024,True
2024-05-06,Minnesota Timberwolves,106,Denver Nuggets,80,0,False,26,2024,True
2024-05-07,Cleveland Cavaliers,95,Boston Celtics,120,0,True,25,2024,True
2024-05-07,Dallas Mavericks,95,Oklahoma City Thunder,117,0,True,22,2024,True
2024-05-08,Indiana Pacers,121,New York Knicks,130,0,True,9,2024,True
2024-05-09,Cleveland Cavaliers,118,Boston Celtics,94,0,False,24,2024,True
2024-05-09,Dallas Mavericks,119,Oklahoma City Thunder,110,0,False,9,2024,True
2024-05-10,New York Knicks,106,Indiana Pacers,111,0,True,5,2024,True
2024-05-10,Denver Nuggets,117,Minnesota Timberwolves,90,0,False,27,2024,True
2024-05-11,Oklahoma City Thunder,101,Dallas Mavericks,105,0,True,4,2024,True
2024-05-11,Boston Celtics,106,Cleveland Cavaliers,93,0,False,13,2024,True
2024-05-12,New York Knicks,89,Indiana Pacers,121,0,True,32,2024,True
2024-05-12,Denver Nuggets,115,Minnesota Timberwolves,107,0,False,8,2024,True
2024-05-13,Boston Celtics,109,Cleveland Cavaliers,102,0,False,7,2024,True
2024-05-13,Oklahoma City Thunder,100,Dallas Mavericks,96,0,False,4,2024,True
2024-05-14,Indiana Pacers,91,New York Knicks,121,0,True,30,2024,True
2024-05-14,Minnesota Timberwolves,97,Denver Nuggets,112,0,True,15,2024,True
2024-05-15,Cleveland Cavaliers,98,Boston Celtics,113,0,True,15,2024,True
2024-05-15,Dallas Mavericks,104,Oklahoma City Thunder,92,0,False,12,2024,True
2024-05-16,Denver Nuggets,70,Minnesota Timberwolves,115,0,True,45,2024,True
2024-05-17,New York Knicks,103,Indiana Pacers,116,0,True,13,2024,True
2024-05-18,Oklahoma City Thunder,116,Dallas Mavericks,117,0,True,1,2024,True
2024-05-19,Indiana Pacers,130,New York Knicks,109,0,False,21,2024,True
2024-05-19,Minnesota Timberwolves,98,Denver Nuggets,90,0,False,8,2024,True
2024-05-21,Indiana Pacers,128,Boston Celtics,133,1,True,5,2024,True
2024-05-22,Dallas Mavericks,108,Minnesota Timberwolves,105,0,False,3,2024,True
2024-05-23,Indiana Pacers,110,Boston Celtics,126,0,True,16,2024,True
2024-05-24,Dallas Mavericks,109,Minnesota Timberwolves,108,0,False,1,2024,True
2024-05-25,Boston Celtics,114,Indiana Pacers,111,0,False,3,2024,True
2024-05-26,Minnesota Timberwolves,107,Dallas Mavericks,116,0,True,9,2024,True
2024-05-27,Boston Celtics,105,Indiana Pacers,102,0,False,3,2024,True
2024-05-28,Minnesota Timberwolves,105,Dallas Mavericks,100,0,False,5,2024,True
2024-05-30,Dallas Mavericks,124,Minnesota Timberwolves,103,0,False,21,2024,True
2024-06-06,Dallas Mavericks,89,Boston Celtics,107,0,True,18,2024,True
2024-06-09,Dallas Mavericks,98,Boston Celtics,105,0,True,7,2024,True
2024-06-12,Boston Celtics,106,Dallas Mavericks,99,0,False,7,2024,True
2024-06-14,Boston Celtics,84,Dallas Mavericks,122,0,True,38,2024,True
2024-06-17,Dallas Mavericks,88,Boston Celtics,106,0,True,18,2024,True
